"lang"
{
    "Language"      "Russian"
        "DOTA_Tooltip_ability_pudge_flesh_heap_arena_Description"                         "Дает Pudge сопротивление магическому урону и дополнительную силу, которая увеличивается, когда Pudge убивает вражеского героя или тот умирает поблизости. Каждые %creeps_killed_to_stack% убитых крипов также дают Pudge стак Flesh Heap. Также слегка увеличивает размер самого Pudge. Способность начинает накапливать заряды уже до того, как будет выучена, но получить силу герой сможет, только изучив ее."
        "DOTA_Tooltip_ability_pudge_flesh_heap_arena_flesh_heap_magic_resist_stack_pct"   "%СОПРОТИВЛЕНИЕ МАГИИ ЗА СТАК:"
        "DOTA_Tooltip_ability_pudge_flesh_heap_arena_flesh_heap_strength_buff_amount"     "ДОП. СИЛА ЗА СТАК:"
        "DOTA_Tooltip_ability_pudge_flesh_heap_arena_creeps_killed_to_stack"              "КРИПОВ ДЛЯ СТАКА:"
        "DOTA_Tooltip_ability_pudge_flesh_heap_arena_range"                               "РАДИУС:"

        "DOTA_Tooltip_ability_pudge_dismember_arena"                                      "Dismember"
        "DOTA_Tooltip_ability_pudge_dismember_arena_Description"                          "ПРЕРЫВАЕМАЯ — Pudge начинает заживо пожирать вражеского юнита, обездвиживая его и нанося периодический урон. Весь нанесенный урон излечивает Pudge. Длится 3 секунды на героях или 6 секунд на крипах.\n\nУлучшается с Aghanim's Scepter."
        "DOTA_Tooltip_ability_pudge_dismember_arena_aghanim_description"                  "Dismember будет наносить урон всем противникам рядом с основной целью."
        "DOTA_Tooltip_ability_pudge_dismember_arena_Note0"                                "Выводит из строя невосприимчивых к заклинаниям врагов, но не наносит им урона."
        "DOTA_Tooltip_ability_pudge_dismember_arena_dismember_damage"                     "УРОН В СЕКУНДУ:"
        "DOTA_Tooltip_ability_pudge_dismember_arena_strength_damage"                      "%МНОЖИТЕЛЬ СИЛЫ:"
        "DOTA_Tooltip_ability_pudge_dismember_arena_duration"                             "ДЛИТЕЛЬНОСТЬ:"
        "DOTA_Tooltip_ability_pudge_dismember_arena_damage_aoe_scepter"                   "РАДИУС СО СКИПЕТРОМ:"

        "DOTA_Tooltip_ability_medusa_split_shot_arena"                                    "Split Shot"
        "DOTA_Tooltip_ability_medusa_split_shot_arena_Description"                        "При помощи магии Medusa разделяет свой выстрел на несколько стрел.\n\nНа дополнительные цели не воздействуют эффекты атаки (такие как критический урон) или уникальные модификаторы атаки, но они будут подвержены эффектам способностей Mystic Snake и Stone Gaze."
        "DOTA_Tooltip_ability_medusa_split_shot_arena_Note0"                              "Дополнительными целями считаются ближайшие противники, не считая основной цели."
        "DOTA_Tooltip_ability_medusa_split_shot_arena_Note1"                              "Иллюзии Medusa тоже будут подвержены эффекту этой способности, но дополнительные стрелы не будут наносить урон."
        "DOTA_Tooltip_ability_medusa_split_shot_arena_total_arrow_count"                  "ВСЕГО ЦЕЛЕЙ:"

        "DOTA_Tooltip_ability_medusa_mystic_snake_arena"                                  "Mystic Snake"
        "DOTA_Tooltip_ability_medusa_mystic_snake_arena_Description"                      "Каждая атака создаёт магическую змею из энергии, которая прыгнет к цели, нанося урон и воруя ману. Достигнув своей цели, она восполнит запас маны Medusa."
        "DOTA_Tooltip_ability_medusa_mystic_snake_arena_Note0"                            "Снаряд этой способности нельзя сбить с цели."
        "DOTA_Tooltip_ability_medusa_mystic_snake_arena_snake_damage"                     "УРОН:"
        "DOTA_Tooltip_ability_medusa_mystic_snake_arena_snake_mana_steal"                 "КРАДЕТ МАНЫ:"

        "DOTA_Tooltip_ability_medusa_mana_shield_arena"                                   "Mana Shield"
        "DOTA_Tooltip_ability_medusa_mana_shield_arena_Description"                       "Создает щит, который поглощает %absorption_tooltip%%% получаемого урона, используя ману Medusa. Дополнительно, с шансом %reflect_chance%%%, поглощенный урон будет отражен в атакующего."
        "DOTA_Tooltip_ability_medusa_mana_shield_arena_Note0"                             "Поглощает урон позже других факторов, поэтому, например, броня снижает количество затрачиваемой маны."
        "DOTA_Tooltip_ability_medusa_mana_shield_arena_damage_per_mana"                   "УРОНА НА ЕДИНИЦУ МАНЫ:"
        "DOTA_Tooltip_ability_medusa_mana_shield_arena_reflect_chance"                    "%ШАНС ОТРАЗИТЬ:"

        "DOTA_Tooltip_ability_medusa_stone_gaze_arena"                                    "Stone Gaze"
        "DOTA_Tooltip_ability_medusa_stone_gaze_arena_Description"                        "Каждая атака Medusa имеет шанс превратить в камень. Окаменевшие юниты оглушены и обладают полным сопротивлением магическому урону, но получают дополнительный физический урон. Окаменевшие иллюзии уничтожаются немедленно, если они окаменели от Medusa, а не от её иллюзии."
        "DOTA_Tooltip_ability_medusa_stone_gaze_arena_stone_chance_pct"                   "%ШАНС ОКАМЕНИТЬ:"
        "DOTA_Tooltip_ability_medusa_stone_gaze_arena_stone_duration"                     "ДЛИТЕЛЬНОСТЬ ОКАМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_medusa_stone_gaze_arena_stone_duration_illusion"            "ДЛИТЕЛЬНОСТЬ ОКАМЕНЕНИЯ ОТ ИЛЛЮЗИИ:"
        "DOTA_Tooltip_ability_medusa_stone_gaze_arena_bonus_physical_damage"              "%ДОП. ФИЗИЧЕСКИЙ УРОН:"

        "DOTA_Tooltip_ability_boss_primal_bullethell"                                     "???"
        "DOTA_Tooltip_ability_boss_primal_bullethell_Description"                         "..."
        "DOTA_Tooltip_ability_boss_primal_bullethell_Lore"                                "The Truth Never Spoken"

        "DOTA_Tooltip_ability_queenofblades_army"                                         "Queen of Blades Army"
        "DOTA_Tooltip_ability_queenofblades_army_Description"                             "Керриган призывает несколько своих подопечных-помошников, которые наносят урон врагам по области."
        "DOTA_Tooltip_ability_queenofblades_army_summon_hp"                               "ЗДОРОВЬЕ:"
        "DOTA_Tooltip_ability_queenofblades_army_summon_damage"                           "УРОН:"
        "DOTA_Tooltip_ability_queenofblades_army_summon_amount"                           "КОЛ-ВО СУЩЕСТВ:"
        "DOTA_Tooltip_ability_queenofblades_army_summon_bat"                              "СКОРОСТЬ АТАКИ:"
